row_id,source_index,category,duplicate_group,partition
017716833f40bdbfab46,2603,card_payment_fee_charged,2557,development
017c16b046525ea5c4c4,1871,top_up_by_bank_transfer_charge,1843,development
01808916dbf259b705f3,7092,beneficiary_not_allowed,6952,development
018cc9f161f7ad85c267,1728,pin_blocked,1700,development
018efc7b011d2b5f6d0e,7932,getting_spare_card,7776,development
01a59fec0d8ec44afc46,9608,card_about_to_expire,9425,development
01b11a1ce10f09c5422c,3837,why_verify_identity,3771,development
01b8037c8fb48c7d9cdd,2682,card_payment_fee_charged,2634,development
01b9ab823a3bd1921977,6825,reverted_card_payment?,6689,development
01c4cb73db30ab6cce38,9346,cash_withdrawal_charge,9165,development
01cf72a826e15fe09d17,9159,top_up_by_card_charge,8983,development
01d4532405e9a2b59560,4522,compromised_card,4440,development
01dc3239c88415d84617,618,extra_charge_on_statement,611,development
01ef5c596cf3efff84e7,6692,transfer_timing,6560,development
01f18cf7629027151f3d,7417,receiving_money,7273,development
01f729c200b10e19a27d,6182,terminate_account,6066,development
020bbc5e4dddddaa699a,1506,lost_or_stolen_card,1486,development
021160097025e4b5f37c,3522,card_payment_not_recognised,3460,development
0218647e9f69c00f8822,8076,order_physical_card,7918,development
0223546fa34a54d6a63f,6706,transfer_timing,6573,development
0231a26b77f97f97c522,5839,declined_card_payment,5734,development
0235205dd6f92a3d26f6,83,card_arrival,83,development
023a30b0b66918dea1aa,6434,transaction_charged_twice,6312,development
0246e377c9b8da4f2b63,8067,order_physical_card,7909,development
02570d783508315888c8,5323,lost_or_stolen_phone,5225,development
025b45a5496f0ba6605f,4005,get_physical_card,3938,development
025da118229de8d27ad9,4588,atm_support,4505,development
02632f443963c50ae70c,9186,activate_my_card,9010,development
02648a744c054e57cab9,8623,balance_not_updated_after_bank_transfer,8450,development
02659ff200d1678109bf,3730,edit_personal_details,3667,development
0265e532588a07ee78f9,8500,top_up_failed,8330,development
026c85d7e82b74b6fb8e,9388,cash_withdrawal_charge,9207,development
02740e09314efc879088,3560,card_payment_not_recognised,3498,development
0274601b93bb810a3907,7404,receiving_money,7260,development
0275d6781e9a310bbc28,5513,request_refund,5413,development
0277d70322614ed897e8,7898,getting_spare_card,7742,development
027de4b11383df632be1,8507,top_up_failed,8336,development
02806c37719faefc0b52,9749,apple_pay_or_google_pay,9563,development
028d74d99307ab711e6f,9785,verify_my_identity,9598,development
028dd5ec4af832b602c4,1183,automatic_top_up,1167,development
029180452621268a2fcc,1100,card_delivery_estimate,1085,development
029258e6774b61e9a065,3863,why_verify_identity,3797,development
0294ecf163f99c5f5e93,1777,pin_blocked,1749,development
02a1cbca336508231f31,4863,passcode_forgotten,4776,development
02a719dcde36fef977a7,8977,exchange_charge,8803,development
02b450241b77001fddf7,4312,topping_up_by_card,4235,development
02b6128df51bdb12e281,7261,transfer_fee_charged,7120,development
02b6534d0ebc4a5f3ad9,5697,Refund_not_showing_up,5594,development
02bac53cd885c844dd0f,21,card_arrival,21,development
02bb2f6a8ce7457f1ada,8025,top_up_by_cash_or_cheque,7868,development
02bd3afb40cd4ecebdaa,6233,terminate_account,6116,development
02c34409534ea7ecd8e9,2161,cancel_transfer,2123,development
02c9c2f8419061c9f23c,6572,verify_source_of_funds,6443,development
02d2f95a86eb0d75038b,4716,direct_debit_payment_not_recognised,4632,development
02d6532cb04dcdc6be57,9221,activate_my_card,9044,development
02e38672c635b7810182,7216,transfer_fee_charged,7075,development
02e6ad2b429fecca36ca,5948,declined_card_payment,5841,development
02f120a41e6cf7e8cb7b,9466,cash_withdrawal_charge,9284,development
02f671d0d7195d9e929f,9537,card_about_to_expire,9355,development
02f9f21f2aca782798c1,329,exchange_rate,327,development
02fb836b3efbcfc8f907,2051,pending_top_up,2016,development
030b5fcd5843d99b1c7c,2465,wrong_amount_of_cash_received,2420,development
030b65d454efae5574f1,8749,balance_not_updated_after_bank_transfer,8575,development
030bb8716a14bf90cbf1,6827,reverted_card_payment?,6691,development
0311f99872beebc62b64,5720,Refund_not_showing_up,5617,development
03268696bd924f770637,7804,getting_spare_card,7648,development
0333702f70697c9cc9dc,8489,top_up_failed,8319,development
03423287f0202695d547,6051,pending_transfer,5942,development
034648dba3f732d14820,4430,disposable_card_limits,4351,development
03492f825c0c1215bf0a,2643,card_payment_fee_charged,2596,development
03499044a43faec51e91,8257,wrong_exchange_rate_for_cash_withdrawal,8095,development
034e5f7f49093200f36b,5676,Refund_not_showing_up,5573,development
035450613f26cf9360ac,5097,pending_card_payment,5004,development
035fb542b51f8e9b2db2,9690,apple_pay_or_google_pay,9506,development
03655cf8463370bea4ad,6027,pending_transfer,5919,development
037885d2591e84a12523,4821,passcode_forgotten,4734,development
039ba286f555bb2306cc,4726,direct_debit_payment_not_recognised,4641,development
03a14a6cf59f21294b36,360,exchange_rate,357,development
03af139fa9e22947af8a,8742,balance_not_updated_after_bank_transfer,8568,development
03b0e911c108f535196c,5113,pending_card_payment,5020,development
03bfa845b660eef7f16c,9247,activate_my_card,9008,development
03c1e15558e275aa567d,7173,transfer_fee_charged,7032,development
03c7bed76767806efd2f,7723,verify_top_up,7577,development
03cc5132f0d7e9670925,1559,age_limit,1535,development
03d160801cacb27851c4,1553,lost_or_stolen_card,1529,development
03d2fe947dff3d6fa3ac,6970,change_pin,6831,development
03db007d3a97885f2801,1628,age_limit,1601,development
03e8fbce7466d85614b2,245,card_linking,243,development
03ea98e42c6bffb3b344,1940,pending_top_up,1911,development
03ef923d075af48e197c,7881,getting_spare_card,7725,development
03efbb5ebe05eaa92637,1681,pin_blocked,1654,development
040ae806a04385ed7479,1689,pin_blocked,1662,development
040b548762c6e3cc49ca,7211,transfer_fee_charged,7070,development
0414ebde6e1d4937ec26,4209,visa_or_mastercard,4136,development
041c0955fe802a53f701,4896,passcode_forgotten,4808,development
0420579a2ee54b793967,1324,card_not_working,1305,development
0422dec437901f18df9c,795,pending_cash_withdrawal,785,development
043ccf1daace1d6dc4a3,8871,cash_withdrawal_not_recognised,8697,development
043fa03ec7ba8715f348,1013,card_delivery_estimate,1001,development
0442c78555fac92492a3,4075,get_physical_card,4008,development
0452f06aa50fe8deb31b,1299,card_not_working,1280,development
0456c9bf76b7d789143a,4683,direct_debit_payment_not_recognised,4599,development
04578d4c11efa35396f4,1388,exchange_via_app,1369,development
045aa49f367c719863a8,2475,wrong_amount_of_cash_received,2430,development
045d63af3f013ae7a671,2997,supported_cards_and_currencies,2945,development
0465081df570daf70766,7686,verify_top_up,7541,development
0471efd55507cd917186,5230,pending_card_payment,5134,development
047646f34ab8bf318c3f,4464,compromised_card,4382,development
0478332c1799a3c22701,981,fiat_currency_support,969,development
047e4f60de8941326175,5117,pending_card_payment,5024,development
0484a19f1f0e1998a6a8,8501,top_up_failed,8331,development
048ab43b1968d767e478,5659,declined_transfer,5557,development
0497af39eb24a7ac8212,7854,getting_spare_card,7698,development
049f66cd0287fd450658,2539,card_payment_fee_charged,2494,development
04a0c7246ffc0c41c48f,2991,supported_cards_and_currencies,2939,development
04a1900539b939e4aedb,6895,change_pin,6757,development
04a31ff6808faa45f172,5315,lost_or_stolen_phone,5217,development
04a81c631b1a6df16795,3620,card_payment_not_recognised,3558,development
04ab04cc372b78a00f4a,5448,request_refund,5349,development
04acd22bd5766ae0ef7d,3245,top_up_reverted,3186,development
04ad379cf589abf48551,1705,pin_blocked,1678,development
04ae03681ec0829cb678,233,card_linking,231,development
04b00d3eacbdfd2b873e,3481,balance_not_updated_after_cheque_or_cash_deposit,3419,development
04d219fbef9973c14a7f,6957,change_pin,6819,development
04d57f957e4ff27bea7c,2944,supported_cards_and_currencies,2893,development
04eaaf75efda2c13c1e7,8238,wrong_exchange_rate_for_cash_withdrawal,8076,development
04ed917babf352f614a2,9372,cash_withdrawal_charge,9191,development
04ef30acf94c55f0b379,5914,declined_card_payment,5808,development
04f0acf45ac2102b0534,3631,card_payment_not_recognised,3569,development
04f8abd1454170f462fb,9974,country_support,9783,development
0501be91ca7539e7caec,9634,card_about_to_expire,9451,development
050693d26329d2888db3,7103,beneficiary_not_allowed,6963,development
0507b0d2ad25106720b9,813,pending_cash_withdrawal,803,development
051794bbbe83ec39e241,112,card_arrival,112,development
051f14ebd5d0717bf563,9818,verify_my_identity,9631,development
05202696390b5916d85b,7040,beneficiary_not_allowed,6900,development
0522f9601d76794f8b1d,5082,declined_cash_withdrawal,4989,development
0524b93147219d3333cc,4085,get_physical_card,4018,development
0537239864413d2d9515,4937,declined_cash_withdrawal,4848,development
05386c8678a60d61a06b,1096,card_delivery_estimate,1081,development
0538e84adc3591ed3f70,6507,verify_source_of_funds,6384,development
0549b812d08bf897f182,3773,why_verify_identity,3707,development
054e4690fa52305391d3,9597,card_about_to_expire,9414,development
055f1a2280903d80f20c,1385,exchange_via_app,1366,development
056900af0fb3944e55e4,6734,reverted_card_payment?,6600,development
056df9fa9f6478551f5d,6960,change_pin,6822,development
05701096d3c09611ddf2,7822,getting_spare_card,7666,development
0574438f04a8ae222235,7084,beneficiary_not_allowed,6944,development
0581152d1d8e6aba6c11,7988,top_up_by_cash_or_cheque,7831,development
058991d085c7acf9fa65,277,card_linking,275,development
058eac3d37ea720e0c27,2913,supported_cards_and_currencies,2862,development
05916f867f86014a6f2d,5934,declined_card_payment,5827,development
0591e1bacbfb2331f6ae,9201,activate_my_card,9025,development
0594a1fba0625448c22e,6075,pending_transfer,5963,development
05a4155f23410cd47421,1523,lost_or_stolen_card,1502,development
05aa3c43c138b1db5614,2730,transfer_not_received_by_recipient,2682,development
05ab4f70a4fd0240e171,2976,supported_cards_and_currencies,2924,development
05b1cfbfab88c32ad3e4,8109,order_physical_card,7951,development
05b4d7f9a69e3bb36228,6822,reverted_card_payment?,6686,development
05bc7f7cd64a0ecf839b,8171,virtual_card_not_working,8010,development
05bf676cb5e18411401b,6481,verify_source_of_funds,6358,development
05cb503fe98baf5177f2,5040,declined_cash_withdrawal,4949,development
05d17149b6c3abfdf0b3,1623,age_limit,1596,development
05d83ea6e2c21f954e95,385,exchange_rate,380,development
05d8616fc1f47cb8c916,6026,pending_transfer,5918,development
05da72a65c1651159df2,7366,receiving_money,7222,development
05db91d0409205c0fe84,627,extra_charge_on_statement,620,development
05e9e8ab6cf881139094,7324,transfer_fee_charged,7180,development
05ec20dbb9b2123982cf,6408,transaction_charged_twice,6289,development
05fafe132d1ab58a162c,519,card_payment_wrong_exchange_rate,514,development
05fb84f9bb9e167129ef,1858,top_up_by_bank_transfer_charge,1830,development
05fe0b7ff287f561f882,335,exchange_rate,333,development
06014e3d02b8eda6bd6b,7536,failed_transfer,7392,development
0609b5d1fb02a1e69923,620,extra_charge_on_statement,613,development
060ea3e13cdd69da1d0c,7994,top_up_by_cash_or_cheque,7837,development
060fa2bb858f200c1521,3686,edit_personal_details,3624,development
0613012bd5ec80bdee69,3362,balance_not_updated_after_cheque_or_cash_deposit,3301,development
06144cba33dbc2cc2f19,6112,pending_transfer,5998,development
06371445f1732a332d4f,555,card_payment_wrong_exchange_rate,549,development
06382b028ff1396dfaad,885,fiat_currency_support,873,development
063f25ff638da05ae331,8635,balance_not_updated_after_bank_transfer,8462,development
064b9bce798c1e099143,6017,pending_transfer,5909,development
06541d606a77e9971eea,503,card_payment_wrong_exchange_rate,498,development
065551f75e1f376e1a02,1693,pin_blocked,1666,development
0657a782928bc0dbdf4a,8933,cash_withdrawal_not_recognised,8759,development
066aa836073455309a53,1935,pending_top_up,1906,development
066c59c1811e65d58262,4208,visa_or_mastercard,4135,development
066c64ca5a58b6ab3604,9753,apple_pay_or_google_pay,9566,development
0671a52600aa0101466e,729,extra_charge_on_statement,720,development
06750d67238fb3101c30,2194,cancel_transfer,2155,development
06787285011926e4cb0d,5694,Refund_not_showing_up,5591,development
0679317c29c0f354d262,2718,transfer_not_received_by_recipient,2670,development
067b2ada143cd91acd10,1180,automatic_top_up,1164,development
068000982b056f0c1b1f,2604,card_payment_fee_charged,2558,development
068854b423a08ee608c9,9333,activate_my_card,9152,development
0694fc766fcb2bb445f3,4492,compromised_card,4410,development
069afce7f892f4856d8f,3828,why_verify_identity,3762,development
069b12449bcbe0dfe316,1881,top_up_by_bank_transfer_charge,1853,development
06a1b59aaef427169c08,3283,top_up_reverted,3223,development
06b235ec7033524e0fa7,193,card_linking,192,development
06b4bf91337a059635a6,8454,get_disposable_virtual_card,8287,development
06c369ad77e5159251a0,8173,virtual_card_not_working,8012,development
06c431e236bfba27fc04,4587,atm_support,4504,development
06c9579a595c7047b01e,8435,get_disposable_virtual_card,8269,development
06cbd7ef8bb114b230df,6924,change_pin,6786,development
06cc267fe8c61614f1d7,5385,request_refund,5287,development
06cdc75080e84e2df570,9945,country_support,9755,development
06d5a2f5b2bc6eacb12a,4770,direct_debit_payment_not_recognised,4684,development
06d7dfc875724187dd21,189,card_linking,188,development
07034fefb04db4c91390,2079,cancel_transfer,2043,development
070a4780729ec2358495,2763,transfer_not_received_by_recipient,2714,development
070f85c28b79b94bf817,9254,activate_my_card,9076,development
07226b6b7a759b1384d8,3853,why_verify_identity,3787,development
0726ed2457071e9829a7,5601,declined_transfer,5501,development
073e5a4d90b37d0f4ee1,5423,request_refund,5324,development
0745f218ceea131e93fe,2018,pending_top_up,1985,development
07480cd63825cbdfaa81,7963,top_up_by_cash_or_cheque,7807,development
075a8b7d51155c47d3a1,8055,order_physical_card,7897,development
07639395e11e3412be40,136,card_arrival,135,development
0765d6306ec35a0835bc,9423,cash_withdrawal_charge,9241,development
07726830715d9d5be328,2309,top_up_limits,2198,development
07842d3abb4d908b00e8,4112,visa_or_mastercard,4043,development
078960d3f1e365bbffb2,3835,why_verify_identity,3769,development
078e97c650c541561aaf,1919,top_up_by_bank_transfer_charge,1890,development
079bc929466a40596886,8434,get_disposable_virtual_card,8268,development
07a6f7a5c1798677d31d,3384,balance_not_updated_after_cheque_or_cash_deposit,3323,development
07afa2e5ccbdc1712650,9853,verify_my_identity,9608,development
07c870d6bce31e2dba30,8516,top_up_failed,8345,development
07d14ca2b6c90fd61b4c,9195,activate_my_card,9019,development
07d4b8f9472e2cd0a913,815,pending_cash_withdrawal,805,development
07d53cfeed61a7d303bd,2360,wrong_amount_of_cash_received,2315,development
07d63cf51823ca96cc06,7208,transfer_fee_charged,7067,development
07fcfb336826d84e3cdc,3361,balance_not_updated_after_cheque_or_cash_deposit,3300,development
08088f8305739c8f9534,5437,request_refund,5338,development
080a9b7d20bf3eb472df,2509,wrong_amount_of_cash_received,2464,development
080c21c9e88592c1399c,7643,transfer_into_account,7498,development
0812d0416879438602fd,6989,change_pin,6850,development
0814aed5fc57772b0c63,8459,get_disposable_virtual_card,8292,development
081b8c7aa4a38869d314,1029,card_delivery_estimate,1017,development
081e58746476329da1a7,2727,transfer_not_received_by_recipient,2679,development
08214760016f2d3732d0,8254,wrong_exchange_rate_for_cash_withdrawal,8092,development
083bb07df0a46a982427,2881,supported_cards_and_currencies,2830,development
083c35ed08550acd7eb5,2692,card_payment_fee_charged,2644,development
083cd232cb82c9713aa6,875,pending_cash_withdrawal,863,development
0844bd2974a0da9f1c7a,3187,top_up_reverted,3130,development
08452520f0806f8a7967,1865,top_up_by_bank_transfer_charge,1837,development
08461fed67946b5aed3a,219,card_linking,217,development
084be05b72e2fc2d67bd,4053,get_physical_card,3986,development
085c4173c483eb695aff,7677,transfer_into_account,7532,development
08615fa1a06158939c85,4566,atm_support,4484,development
08693149e5a186ef4bb3,145,card_arrival,144,development
088651429e9a991d465d,6406,transaction_charged_twice,6287,development
088c790e8b01e76fafb6,4377,disposable_card_limits,4299,development
08948598895eee0f094a,7096,beneficiary_not_allowed,6956,development
08975ab60e22af72e79d,4589,atm_support,4506,development
089eedc0f3ad4e414d85,7140,beneficiary_not_allowed,6999,development
08a10cd6cb11d3213d04,8913,cash_withdrawal_not_recognised,8739,development
08c76ddf85d820c920ec,9726,apple_pay_or_google_pay,9541,development
08d235814c9521fe53f9,241,card_linking,239,development
08d6b91f7a00b2adb91b,5877,declined_card_payment,5772,development
08db68d2bc6db6270db1,3256,top_up_reverted,3197,development
08e49691d89e72ddb3d0,507,card_payment_wrong_exchange_rate,502,development
08e4bbe86e752aedf265,5668,declined_transfer,5566,development
08fe531bbffca63e6c6b,4529,compromised_card,4447,development
09070155db357b76230c,7571,transfer_into_account,7426,development
090a485b509f1d5061ae,9728,apple_pay_or_google_pay,9543,development
090f55976685fcd8985c,9504,cash_withdrawal_charge,9322,development
09150a3ebe6b1fd294e7,8276,wrong_exchange_rate_for_cash_withdrawal,8113,development
09183d5b53386fb508d0,5628,declined_transfer,5527,development
091b2980888840bb5d6a,8663,balance_not_updated_after_bank_transfer,8490,development
091ef808f5046f5bc052,4561,atm_support,4479,development
092779ff498bcad3d100,3282,top_up_reverted,3222,development
093119cf1cec7708b17c,7387,receiving_money,7243,development
0931943ff63be7df0b69,3292,top_up_reverted,3232,development
0932d90dda34d8b40efd,5434,request_refund,5335,development
0934289cd827174d6405,745,pending_cash_withdrawal,735,development
09346f6867c95a1a4940,4434,disposable_card_limits,4354,development
094051ab0b53a2a1f4ff,9812,verify_my_identity,9625,development
09470463621b2436f584,1971,pending_top_up,1942,development
09470b3a129fe4d69f16,8746,balance_not_updated_after_bank_transfer,8572,development
094878b567490c29f707,6948,change_pin,6810,development
0960dcf4c9d8afe0932e,2068,pending_top_up,1976,development
09637d8ca7e0ccccc82e,9022,exchange_charge,8848,development
09693266921971b3770e,159,card_linking,158,development
0969b7be5e72703cb26e,8555,top_up_failed,8382,development
097cde4e1550e04a4924,343,exchange_rate,319,development
09803ef264d4d5c7a993,712,extra_charge_on_statement,703,development
098c962a579a545125fa,9326,activate_my_card,9145,development
099401e54c70f8e5b2b0,6057,pending_transfer,5947,development
0994309f3483d73ef0b1,8223,wrong_exchange_rate_for_cash_withdrawal,8061,development
09a0ae0911c3da6cd978,9892,country_support,9702,development
09a2d67daffd8858b99f,1736,pin_blocked,1708,development
09b925fd8fd348787a4d,2331,wrong_amount_of_cash_received,2286,development
09bafd640b163dbed96d,3020,getting_virtual_card,2968,development
09bcb3381c35234e0a7a,7574,transfer_into_account,7429,development
09bd3a69dba0f0cf2cb6,4255,topping_up_by_card,4178,development
09c4c3205fbd9b2b7851,4069,get_physical_card,4002,development
09cf6bb154b016e4b991,7358,receiving_money,7214,development
09d29d83eb909c62f28c,5203,pending_card_payment,5108,development
09d908356aacfbcb9328,3232,top_up_reverted,3173,development
09f0e1c827a347afdf43,5721,Refund_not_showing_up,5618,development
09f41d681494a70e0a7d,6978,change_pin,6839,development
09f73bb7999c208f43f9,9831,verify_my_identity,9644,development
0a04ef6dd23290e3347b,1608,age_limit,1582,development
0a0f2083d71464589bed,1266,card_not_working,1248,development
0a11e1df049ec8e7b1a2,9817,verify_my_identity,9630,development
0a1b9e4a411ee9bc004c,3127,card_acceptance,3073,development
0a20a205a624f578162b,5652,declined_transfer,5550,development
0a262313b29656cc9d61,2847,transfer_not_received_by_recipient,2796,development
0a380d755290db729fc3,1018,card_delivery_estimate,1006,development
0a40b67fea331332b8df,7101,beneficiary_not_allowed,6961,development
0a432feda4ae88e6d760,5118,pending_card_payment,5025,development
0a43617ee5c1c1116c17,3122,card_acceptance,3068,development
0a466ac0e071fed70f2a,2265,top_up_limits,2225,development
0a5a165bfa6c5a3a92b8,1487,lost_or_stolen_card,1467,development
0a5b649f757e340326a2,8218,wrong_exchange_rate_for_cash_withdrawal,8056,development
0a5eed35bd88c6ccf463,9663,apple_pay_or_google_pay,9480,development
0a678bfd6da8f577435b,1262,card_not_working,1244,development
0a6fbcfb475580d67cc7,8675,balance_not_updated_after_bank_transfer,8501,development
0a73c6f95a0f12ac0bc9,9766,apple_pay_or_google_pay,9579,development
0a776d7ce729e2139fc6,8274,wrong_exchange_rate_for_cash_withdrawal,8111,development
0a8467be19870c18b008,7025,beneficiary_not_allowed,6885,development
0a8c31d9d2d73f1c2d66,4422,disposable_card_limits,4343,development
0aa3c809ad07361dafe1,1752,pin_blocked,1724,development
0aa681b7000ad6ecbfe1,6039,pending_transfer,5931,development
0aa71e26d1172122b522,6843,reverted_card_payment?,6707,development
0aa94ad2c47e14c9ee2f,3904,unable_to_verify_identity,3838,development
0aabba828d6a0896659f,6115,pending_transfer,6001,development
0aaef1d5bbf50020ea48,2412,wrong_amount_of_cash_received,2367,development
0ada7a0c76f906cf6d7f,6995,change_pin,6856,development
0adb4b93b23df1f1e70b,350,exchange_rate,347,development
0ae24086481660fa385e,7724,verify_top_up,7578,development
0ae75dcdbeaf1658fc22,4425,disposable_card_limits,4346,development
0ae8a9b44d06db4d1b85,9479,cash_withdrawal_charge,9297,development
0af88ccabf60ebd49be0,850,pending_cash_withdrawal,838,development
0afc04c96ca03f442e9c,3164,top_up_reverted,3108,development
0afda178b4b2ebc249eb,141,card_arrival,140,development
0b28efe70f2830ab678e,6443,transaction_charged_twice,6321,development
0b2c88e8957303fbb7d1,7351,receiving_money,7207,development
0b354d7c19b84c181b04,4954,declined_cash_withdrawal,4865,development
0b3be519ddd490379e27,9940,country_support,9750,development
0b3db8085e8fbca27633,8412,get_disposable_virtual_card,8246,development
0b479da7f3e39b30741b,5314,lost_or_stolen_phone,5216,development
0b487070a93f735fa624,4450,disposable_card_limits,4369,development
0b4896a73216dcdc89cb,8523,top_up_failed,8352,development
0b4dfef89bebc1d595ea,7471,failed_transfer,7327,development
0b5217164794a8366b33,2768,transfer_not_received_by_recipient,2718,development
0b5295e2fed6958d3465,1583,age_limit,1559,development
0b5ad90bd21184da9b0f,7239,transfer_fee_charged,7098,development
0b5aec9edb0ff5c71444,9922,country_support,9732,development
0b7945e78f7908fbed64,9787,verify_my_identity,9600,development
0b8b90ca5633bb98f9b9,4452,disposable_card_limits,4371,development
0b93a504cc4670f44a12,5455,request_refund,5356,development
0ba5f1bc2a32b7a46a94,8882,cash_withdrawal_not_recognised,8708,development
0bbba83c5221132ee899,6837,reverted_card_payment?,6701,development
0bc5c63de16c0bff8d2c,2649,card_payment_fee_charged,2601,development
0bd61a3b5efc00182f63,2015,pending_top_up,1966,development
0be34aa2239b34b43373,1687,pin_blocked,1660,development
0be445d1a2610859ec6a,6916,change_pin,6778,development
0bee9aed217c0f60cfb5,898,fiat_currency_support,886,development
0bf966e6cea04d600eac,9131,top_up_by_card_charge,8956,development
0c043ea8b8fb657996bd,7300,transfer_fee_charged,7158,development
0c05e1d27b70d665e558,8127,order_physical_card,7968,development
0c1153e86bf4e0973835,8176,virtual_card_not_working,8015,development
0c20f406a6604012be06,8680,balance_not_updated_after_bank_transfer,8506,development
0c210d785bd0aab4afbe,9233,activate_my_card,9056,development
0c27e5f059a495425057,8729,balance_not_updated_after_bank_transfer,8555,development
0c2ca61fa79188ad0095,2139,cancel_transfer,2102,development
0c2d7b1baae399b77137,6158,terminate_account,6042,development
0c2e0070bf34274de74b,3050,getting_virtual_card,2998,development
0c45059097c35e19314b,6628,transfer_timing,6498,development
0c5186ec9e551aa887e1,9136,top_up_by_card_charge,8961,development
0c567ed749764554d053,8038,top_up_by_cash_or_cheque,7880,development
0c5b5f39bc1ba23ae428,7690,verify_top_up,7545,development
0c616a8fbee9c2201170,4845,passcode_forgotten,4758,development
0c6d9d822774326af62b,5247,pending_card_payment,5150,development
0c7345bc39344fcee786,4577,atm_support,4494,development
0c785f917f162c9bbc84,1635,age_limit,1608,development
0c866a9e4f448d573a3e,7746,verify_top_up,7598,development
0c8a6eac88283c8ed959,4342,disposable_card_limits,4265,development
0c9ed2e4b25c39c367ae,9238,activate_my_card,9061,development
0ca5ec72c1a6eff4b02e,5031,declined_cash_withdrawal,4940,development
0cb0ee1e279f4e93212d,7962,top_up_by_cash_or_cheque,7806,development
0cb47d1a7ac57b23534f,4478,compromised_card,4396,development
0cba0327cb9565f36701,4878,passcode_forgotten,4790,development
0cc36533f8ab0bd82ff0,3080,getting_virtual_card,3027,development
0cc769e9f618af05bfbf,8174,virtual_card_not_working,8013,development
0cc9afaf7eedbd5842d6,8439,get_disposable_virtual_card,8273,development
0cca65f73611642c53b8,7371,receiving_money,7227,development
0cca8b7282b505a65e86,1721,pin_blocked,1694,development
0ccb4b29460a09683902,6854,reverted_card_payment?,6718,development
0cdc8105cc3e55e11963,4477,compromised_card,4395,development
0ce05d08297026f6c718,5681,Refund_not_showing_up,5578,development
0ce3e54cf8267e7b7df6,4642,direct_debit_payment_not_recognised,4558,development
0ce8d977230e9cad6e69,3579,card_payment_not_recognised,3517,development
0cec393d3ce239d61ac1,5466,request_refund,5366,development
0cf23725e125d70ab6c0,5207,pending_card_payment,5112,development
0cf34ad5291eaffc7f46,180,card_linking,179,development
0d0d60a424fc93ded16e,816,pending_cash_withdrawal,806,development
0d19136d5b58b8b5a2ba,3973,unable_to_verify_identity,3867,development
0d1b8e875624d3715934,3266,top_up_reverted,3207,development
0d21c503c8dcd7b0a472,9463,cash_withdrawal_charge,9281,development
0d290c6c2b3a78a8b470,9173,top_up_by_card_charge,8997,development
0d295d4cf7a15db2f7da,6907,change_pin,6769,development
